age,job,marital,education,default,balance,housing,loan,duration
48,retired,married,secondary,no,74,no,yes,315
55,services,divorced,secondary,no,141,yes,no,262
28,services,divorced,secondary,no,89,no,no,174
54,services,married,secondary,yes,0,yes,no,138
30,blue-collar,married,secondary,no,450,no,no,526
48,technician,married,tertiary,no,310,no,no,135
31,self-employed,married,secondary,no,0,yes,no,36
38,blue-collar,married,secondary,no,384,yes,no,1906
37,blue-collar,married,secondary,no,395,yes,no,219
37,services,single,unknown,no,-118,yes,no,147
56,blue-collar,married,primary,no,5,yes,yes,407
51,blue-collar,married,secondary,no,50,yes,yes,121
39,blue-collar,married,secondary,no,285,yes,yes,209
49,technician,married,unknown,no,15,no,no,92
51,blue-collar,married,primary,no,653,yes,yes,208
43,self-employed,married,secondary,no,918,yes,no,193
32,services,married,secondary,no,243,yes,yes,144
29,technician,single,tertiary,no,405,yes,no,65
48,management,divorced,tertiary,no,1328,yes,no,339
55,services,married,primary,no,255,yes,no,285
53,blue-collar,married,secondary,no,3397,yes,no,231
47,technician,married,unknown,no,2106,yes,no,168
39,management,married,tertiary,no,2877,yes,no,278
31,blue-collar,single,tertiary,no,60,yes,yes,389
39,blue-collar,married,primary,no,2226,yes,no,158
40,blue-collar,married,primary,no,2880,yes,no,145
40,technician,single,unknown,no,-5,yes,no,78
48,technician,married,secondary,no,147,no,no,142
33,technician,divorced,secondary,no,7,yes,yes,87
40,technician,married,secondary,no,109,yes,no,147
59,retired,married,primary,no,-119,yes,no,289
30,technician,married,secondary,no,484,yes,no,703
31,management,single,tertiary,no,1852,yes,no,170
35,unemployed,married,secondary,no,533,yes,no,802
54,technician,divorced,secondary,no,21,yes,no,381
34,admin.,single,unknown,no,2434,yes,no,218
32,technician,married,secondary,no,90,yes,yes,57
56,admin.,divorced,unknown,no,4246,yes,no,304
32,admin.,single,tertiary,no,395,yes,no,241
42,blue-collar,married,primary,no,15,yes,no,230
33,services,married,tertiary,no,85,no,no,262
52,entrepreneur,married,tertiary,no,-184,yes,yes,392
52,services,married,secondary,no,660,no,no,201
52,blue-collar,divorced,primary,yes,-183,yes,no,145
30,unemployed,divorced,secondary,no,1144,yes,no,252
44,services,divorced,secondary,no,1,yes,no,235
35,admin.,married,secondary,no,69,yes,yes,235
55,management,single,secondary,no,220,yes,no,328
33,blue-collar,married,primary,no,332,yes,no,116
37,blue-collar,single,secondary,no,240,yes,no,246
42,technician,single,secondary,no,0,yes,no,293
43,unemployed,married,secondary,no,0,yes,no,37
38,entrepreneur,married,tertiary,no,898,yes,no,132
37,technician,married,secondary,no,123,yes,yes,530
31,student,single,secondary,no,252,yes,no,175
41,management,married,tertiary,no,65,yes,no,524
41,technician,married,secondary,no,-366,yes,yes,29
29,student,single,secondary,no,209,yes,no,311
38,admin.,single,secondary,no,221,yes,no,211
44,self-employed,divorced,tertiary,no,4,yes,no,312
39,admin.,married,secondary,no,104,yes,no,412
28,technician,single,secondary,no,312,yes,no,392
33,blue-collar,married,secondary,no,-349,yes,no,191
41,services,married,unknown,no,4,no,no,284
40,blue-collar,married,primary,no,-322,yes,yes,144
29,admin.,married,secondary,no,-150,yes,no,328
38,management,married,unknown,no,1349,yes,no,100
32,admin.,married,tertiary,no,281,yes,no,226
45,services,married,secondary,no,1259,yes,no,507
33,admin.,single,secondary,no,101,yes,no,392
34,blue-collar,married,secondary,no,848,yes,no,684
41,entrepreneur,married,unknown,no,89,yes,no,333
41,blue-collar,married,secondary,no,140,yes,no,311
35,admin.,single,secondary,no,148,yes,no,128
40,technician,single,secondary,no,200,yes,no,322
60,self-employed,married,primary,no,46,yes,no,202
47,services,divorced,secondary,no,201,yes,no,92
46,blue-collar,married,primary,no,530,yes,no,739
31,blue-collar,single,secondary,no,0,yes,no,273
49,self-employed,married,secondary,no,1,yes,no,260
29,blue-collar,married,secondary,no,43,yes,no,268
31,management,single,tertiary,no,-173,yes,no,396
38,management,married,tertiary,no,389,yes,no,262
37,blue-collar,married,primary,no,215,yes,yes,308
35,technician,married,secondary,no,-131,yes,no,467
31,management,single,secondary,no,783,yes,no,320
41,admin.,married,secondary,no,0,yes,no,160
46,services,married,unknown,no,80,yes,no,245
40,services,divorced,secondary,no,105,yes,no,189
29,admin.,married,secondary,no,182,yes,yes,477
49,admin.,married,secondary,no,82,yes,no,310
42,management,married,tertiary,no,0,yes,no,65
54,services,married,secondary,no,510,yes,no,196
40,management,single,tertiary,no,242,yes,no,221
53,admin.,married,secondary,no,244,yes,yes,197
49,management,married,tertiary,no,92,yes,no,221
40,blue-collar,married,primary,yes,0,yes,no,64
29,student,single,secondary,no,948,yes,no,75
36,blue-collar,married,primary,no,23,yes,no,400
37,technician,married,secondary,no,710,yes,no,378
39,services,married,secondary,no,1205,yes,no,118
36,technician,married,secondary,no,368,yes,yes,1597
44,entrepreneur,married,tertiary,no,1631,yes,no,346
40,admin.,married,secondary,no,6,yes,no,60
49,blue-collar,married,secondary,no,26,yes,no,276
30,technician,single,unknown,no,-48,yes,no,152
57,management,married,tertiary,no,2142,yes,no,251
24,services,single,secondary,no,77,yes,yes,390
46,blue-collar,married,unknown,no,401,yes,no,306
33,admin.,married,secondary,no,21,no,no,189
43,services,divorced,secondary,no,0,yes,no,125
43,admin.,single,secondary,no,-497,yes,no,234
40,blue-collar,divorced,primary,no,369,no,no,79
44,technician,single,unknown,no,78,yes,no,13
35,technician,single,tertiary,no,226,yes,yes,283
47,technician,married,secondary,no,503,yes,no,109
33,blue-collar,married,secondary,no,372,yes,no,132
31,admin.,married,secondary,no,0,yes,yes,144
40,blue-collar,divorced,secondary,no,0,yes,no,121
36,entrepreneur,married,tertiary,no,125,yes,no,95
56,retired,divorced,primary,no,4,yes,no,31
40,admin.,single,unknown,no,419,yes,no,112
41,admin.,divorced,secondary,no,322,yes,no,87
53,retired,married,secondary,no,303,yes,no,593
39,blue-collar,married,secondary,no,607,yes,no,99
44,blue-collar,divorced,secondary,no,579,yes,no,198
38,admin.,married,secondary,no,3047,yes,no,285
54,technician,divorced,secondary,no,83,yes,no,190
58,management,married,tertiary,no,68,yes,no,172
52,blue-collar,married,primary,no,58,yes,no,213
28,admin.,single,secondary,no,251,yes,no,178
36,blue-collar,married,secondary,no,688,yes,no,174
60,retired,married,primary,no,364,yes,no,631
42,services,divorced,secondary,no,55,yes,no,176
42,admin.,married,secondary,no,101,yes,no,32
44,management,married,tertiary,no,105,yes,no,1529
51,blue-collar,divorced,primary,no,325,yes,no,254
49,blue-collar,married,primary,no,198,yes,no,200
47,entrepreneur,married,unknown,no,209,yes,no,135
37,blue-collar,married,secondary,no,183,yes,no,112
34,management,married,tertiary,no,105,yes,no,314
35,services,married,secondary,no,109,yes,no,597
35,blue-collar,single,secondary,no,376,yes,yes,207
40,blue-collar,married,primary,no,-7,yes,no,410
55,technician,married,secondary,no,0,no,no,160
55,retired,married,secondary,no,143,yes,no,42
35,management,single,tertiary,no,550,yes,no,55
57,blue-collar,married,primary,no,162,yes,no,155
53,management,married,tertiary,no,115,yes,no,336
41,blue-collar,married,primary,no,512,yes,no,233
57,blue-collar,married,unknown,no,807,yes,no,211
45,blue-collar,married,unknown,no,248,yes,no,88
43,blue-collar,married,primary,no,1211,yes,no,208
56,self-employed,married,unknown,no,7,no,no,305
31,entrepreneur,married,tertiary,no,281,yes,no,206
37,blue-collar,single,secondary,no,88,yes,no,128
30,management,married,tertiary,no,32,yes,no,122
30,admin.,single,secondary,no,115,yes,no,66
54,blue-collar,married,secondary,no,254,yes,no,66
36,management,married,tertiary,no,144,yes,no,164
55,unemployed,married,tertiary,no,383,no,no,343
37,admin.,single,secondary,no,569,yes,yes,126
38,housemaid,married,secondary,no,0,yes,no,59
48,admin.,married,secondary,no,3754,yes,no,249
55,housemaid,divorced,tertiary,no,6920,yes,no,406
59,services,married,secondary,no,307,yes,yes,250
37,technician,married,secondary,no,-421,yes,no,183
33,blue-collar,divorced,secondary,no,60,no,no,190
44,blue-collar,married,primary,no,67,yes,no,220
57,technician,married,secondary,no,402,yes,no,153
30,self-employed,single,tertiary,no,800,no,no,95
42,technician,married,tertiary,no,239,yes,yes,191
51,blue-collar,divorced,secondary,no,421,yes,no,216
44,admin.,divorced,secondary,no,161,yes,no,89
46,technician,married,secondary,yes,289,no,no,51
29,student,single,secondary,no,110,yes,no,169
39,blue-collar,married,primary,no,245,yes,no,148
42,services,married,secondary,no,0,yes,no,132
50,blue-collar,married,primary,no,156,yes,no,117
42,technician,single,secondary,no,0,yes,no,275
39,admin.,married,secondary,no,20,yes,no,124
55,technician,single,tertiary,no,92,yes,no,118
46,services,married,secondary,no,89,yes,no,479
42,blue-collar,married,secondary,no,166,yes,no,285
45,management,married,tertiary,no,103,yes,no,35
43,blue-collar,married,primary,no,-454,yes,no,322
42,admin.,married,secondary,no,445,yes,no,202
30,admin.,married,secondary,no,4,no,no,172
47,blue-collar,married,secondary,no,1001,yes,no,201
51,services,divorced,secondary,no,-69,yes,no,216
38,technician,single,secondary,no,42,yes,no,195
57,technician,married,unknown,no,1617,yes,no,96
42,management,divorced,tertiary,no,221,yes,no,720
32,technician,divorced,secondary,no,210,yes,yes,188
46,management,married,tertiary,no,0,no,no,70
29,student,single,tertiary,no,185,yes,no,141
59,retired,married,secondary,no,836,yes,no,106
32,blue-collar,single,secondary,no,301,yes,no,395
44,blue-collar,married,primary,no,503,yes,no,629
40,retired,married,primary,no,407,yes,no,502
31,blue-collar,single,secondary,no,53,yes,no,446
46,self-employed,married,tertiary,no,2303,yes,no,241
43,management,married,tertiary,no,144,yes,no,131
34,services,married,secondary,no,205,yes,no,312
39,management,married,tertiary,no,305,yes,no,275
30,blue-collar,divorced,secondary,no,251,yes,yes,120
56,retired,married,secondary,no,0,yes,no,333
29,technician,married,secondary,no,8,no,no,113
40,blue-collar,divorced,secondary,no,139,yes,no,91
36,services,married,secondary,no,184,yes,no,128
37,blue-collar,single,secondary,no,238,yes,no,200
35,admin.,married,secondary,no,0,no,no,326
35,blue-collar,married,primary,yes,0,yes,no,292
47,services,married,primary,no,222,yes,no,68
31,services,married,secondary,no,414,yes,no,215
56,retired,single,primary,no,223,yes,no,97
57,technician,married,secondary,no,197,no,no,32
36,blue-collar,married,secondary,no,-251,yes,no,162
45,self-employed,divorced,secondary,no,-139,yes,no,152
47,blue-collar,married,unknown,no,733,yes,no,268
29,technician,single,tertiary,no,0,yes,no,104
57,services,married,secondary,no,1,no,no,852
45,blue-collar,married,primary,no,97,yes,no,923
31,blue-collar,single,primary,no,435,yes,no,159
31,management,divorced,tertiary,no,0,yes,no,953
37,technician,single,tertiary,no,147,no,no,416
30,technician,single,tertiary,no,3,yes,no,174
58,services,divorced,secondary,no,1109,yes,yes,180
33,services,married,secondary,no,404,yes,no,139
39,blue-collar,married,primary,no,981,yes,no,294
33,blue-collar,single,primary,no,95,yes,no,102
34,services,married,secondary,no,302,yes,no,124
36,services,divorced,secondary,no,-290,yes,yes,128
37,services,single,secondary,no,259,yes,no,130
35,blue-collar,married,secondary,no,527,yes,yes,143
55,retired,married,secondary,no,102,yes,no,74
34,management,single,tertiary,no,872,yes,no,105
40,management,divorced,tertiary,no,490,yes,no,477
42,blue-collar,single,primary,no,19,yes,no,158
37,blue-collar,married,secondary,no,16,yes,no,250
42,management,married,tertiary,no,386,yes,no,168
35,technician,single,secondary,no,539,yes,no,520
44,technician,divorced,secondary,no,-329,yes,no,171
30,services,single,secondary,no,-174,yes,no,113
45,entrepreneur,married,secondary,no,68,yes,no,254
35,blue-collar,single,unknown,yes,-532,yes,no,149
36,admin.,divorced,secondary,no,0,yes,no,133
49,blue-collar,married,secondary,no,64,yes,no,293
31,blue-collar,single,secondary,no,1415,yes,no,485
31,technician,single,secondary,no,147,yes,no,374
39,blue-collar,married,secondary,no,72,yes,no,425
37,services,single,secondary,no,-196,yes,no,207
33,blue-collar,married,primary,no,716,yes,no,83
37,management,married,tertiary,no,0,yes,no,228
42,services,married,secondary,no,-246,yes,no,149
56,blue-collar,married,secondary,no,-203,yes,no,139
37,admin.,single,secondary,no,245,yes,yes,732
36,services,single,secondary,no,342,yes,no,142
29,technician,single,tertiary,no,3,yes,no,359
54,management,married,tertiary,yes,-248,yes,yes,112
38,blue-collar,married,secondary,no,376,yes,no,1521
43,blue-collar,divorced,secondary,no,370,yes,no,216
47,admin.,single,secondary,no,594,yes,no,161
47,blue-collar,married,secondary,no,387,yes,no,122
38,services,married,secondary,no,208,yes,no,800
40,blue-collar,married,secondary,no,563,yes,no,615
33,services,divorced,secondary,no,392,yes,yes,254
33,retired,married,secondary,no,165,no,no,111
53,admin.,divorced,unknown,no,236,yes,no,354
37,services,married,primary,no,52,yes,no,359
40,management,single,tertiary,no,1265,yes,no,97
37,blue-collar,married,primary,no,693,yes,no,327
35,technician,married,secondary,no,118,yes,no,236
49,blue-collar,married,primary,no,3659,yes,no,160
26,blue-collar,single,secondary,no,24,yes,no,180
38,management,single,tertiary,no,673,yes,no,184
52,self-employed,married,secondary,no,273,no,no,227
33,services,divorced,secondary,no,327,yes,no,109
31,admin.,single,secondary,no,299,yes,no,492
32,blue-collar,married,secondary,no,0,yes,no,298
35,blue-collar,single,primary,no,109,yes,no,83
55,management,divorced,tertiary,no,552,no,no,241
32,blue-collar,divorced,primary,no,473,yes,no,204
37,unknown,single,unknown,no,414,yes,no,131
45,blue-collar,married,secondary,no,154,yes,no,1138
31,technician,married,secondary,no,344,yes,no,123
38,admin.,married,secondary,no,8,yes,no,125
37,services,married,secondary,no,78,yes,no,295
38,blue-collar,married,secondary,no,266,yes,no,287
33,housemaid,married,tertiary,no,98,yes,yes,109
38,blue-collar,married,primary,no,83,yes,no,140
37,management,single,tertiary,yes,45,yes,no,204
29,unemployed,married,tertiary,no,8,yes,no,233
42,management,married,tertiary,no,263,yes,no,254
40,blue-collar,married,secondary,no,306,yes,no,184
32,management,married,tertiary,no,233,yes,no,193
47,management,divorced,tertiary,no,447,no,yes,126
29,student,single,secondary,no,872,yes,no,230
53,services,divorced,primary,no,-291,yes,yes,591
31,services,married,tertiary,no,309,yes,yes,294
59,blue-collar,married,secondary,no,202,yes,no,173
29,entrepreneur,married,primary,no,56,yes,yes,336
59,blue-collar,married,primary,no,229,yes,yes,19
44,blue-collar,married,primary,no,143,yes,no,153
38,admin.,single,secondary,no,100,yes,no,786
49,admin.,married,secondary,no,326,yes,no,99
43,blue-collar,married,secondary,no,167,yes,no,243
52,admin.,single,secondary,no,545,yes,no,260
40,admin.,married,secondary,no,2100,yes,yes,164
32,services,married,secondary,no,0,yes,yes,255
47,admin.,married,primary,no,192,yes,no,47
33,management,married,tertiary,no,442,yes,no,463
35,management,married,tertiary,no,267,yes,no,192
27,services,single,secondary,no,0,yes,no,388
50,blue-collar,married,primary,no,377,yes,no,221
44,retired,married,secondary,no,7624,no,no,126
43,self-employed,married,primary,no,66,yes,no,175
51,blue-collar,married,unknown,no,37,yes,no,256
32,admin.,single,secondary,no,64,yes,no,202
47,management,divorced,tertiary,no,34,yes,no,104
34,admin.,divorced,secondary,no,627,yes,no,283
57,self-employed,married,primary,no,1013,yes,no,448
43,admin.,single,secondary,no,140,yes,no,127
40,services,single,tertiary,no,8823,yes,no,378
28,blue-collar,single,secondary,no,97,yes,no,67
38,blue-collar,married,unknown,no,5,yes,no,221
37,unemployed,divorced,secondary,no,74,yes,no,150
44,admin.,married,secondary,no,58544,yes,no,144
41,technician,married,secondary,no,169,yes,no,296
37,self-employed,married,tertiary,no,444,yes,no,401
30,services,single,tertiary,no,542,yes,no,435
32,blue-collar,married,secondary,no,-205,yes,no,388
30,management,single,tertiary,no,112,yes,no,245
35,services,married,secondary,no,39,no,no,143
55,blue-collar,married,secondary,no,1268,yes,no,223
52,blue-collar,married,secondary,no,-98,yes,no,423
33,admin.,married,secondary,no,44,yes,yes,231
55,retired,married,primary,no,-90,yes,yes,634
33,blue-collar,married,secondary,no,0,no,no,107
